,price,carat,depth,table,x,y,z,city,cut,color,clarity
16532,1192,0.41,61.7,56.0,4.81,4.78,2.96,Kimberly,Ideal,F,VVS2
16533,1142,0.42,62.1,55.0,4.79,4.81,2.98,Kimberly,Ideal,F,VVS2
16534,2052,0.5,62.2,54.0,5.09,5.11,3.17,Kimberly,Ideal,F,VVS2
16535,896,0.36,61.5,56.0,4.58,4.61,2.82,Kimberly,Ideal,F,VVS2
16536,4114,0.7,61.2,56.0,5.73,5.78,3.52,Kimberly,Ideal,F,VVS2
16537,9257,1.05,62.1,54.0,6.55,6.52,4.06,Kimberly,Ideal,F,VVS2
16538,3336,0.64,61.0,56.0,5.55,5.59,3.4,Kimberly,Ideal,F,VVS2
16539,526,0.24,62.4,55.0,3.99,4.02,2.5,Kimberly,Ideal,F,VVS2
16540,694,0.3,61.7,56.0,4.32,4.34,2.67,Kimberly,Ideal,F,VVS2
16541,1998,0.51,62.2,55.0,5.12,5.11,3.18,Kimberly,Ideal,F,VVS2
16542,10487,1.1,61.2,56.0,6.66,6.74,4.1,Surat,Ideal,F,VVS2
16543,2281,0.56,62.3,54.0,5.29,5.34,3.31,Surat,Ideal,F,VVS2
16544,684,0.3,62.3,54.0,4.32,4.35,2.7,Surat,Ideal,F,VVS2
16545,846,0.34,62.0,54.2,4.47,4.49,2.78,Surat,Ideal,F,VVS2
16546,988,0.39,62.0,54.0,4.7,4.72,2.92,Surat,Ideal,F,VVS2
16547,2168,0.54,61.9,56.0,5.2,5.23,3.23,Surat,Ideal,F,VVS2
16548,2581,0.55,62.3,54.0,5.29,5.27,3.29,Surat,Ideal,F,VVS2
16549,2318,0.6,61.8,57.0,5.42,5.36,3.33,Surat,Ideal,F,VVS2
16550,2064,0.52,62.5,57.0,5.15,5.19,3.23,Surat,Ideal,F,VVS2
16551,11730,1.22,61.9,53.0,6.9,6.92,4.28,Surat,Ideal,F,VVS2
16552,3842,0.74,61.4,56.0,5.83,5.86,3.59,Surat,Ideal,F,VVS2
16553,2160,0.5,62.0,55.0,5.12,5.1,3.17,Surat,Ideal,F,VVS2
16554,2109,0.54,61.0,57.0,5.26,5.3,3.22,Surat,Ideal,F,VVS2
16555,2092,0.52,61.5,55.0,5.17,5.21,3.19,Surat,Ideal,F,VVS2
16556,1943,0.53,62.3,56.0,5.2,5.24,3.25,Surat,Ideal,F,VVS2
16557,2082,0.51,62.2,57.0,5.12,5.14,3.19,Surat,Ideal,F,VVS2
16558,9115,1.04,62.2,56.0,6.46,6.53,4.04,Surat,Ideal,F,VVS2
16559,2509,0.58,62.2,56.0,5.32,5.35,3.32,Surat,Ideal,F,VVS2
16560,10436,1.19,61.7,56.0,6.82,6.85,4.22,Surat,Ideal,F,VVS2
16561,1169,0.43,62.2,55.0,4.83,4.85,3.01,Surat,Ideal,F,VVS2
16562,715,0.29,61.1,58.0,4.26,4.28,2.61,Surat,Ideal,F,VVS2
16563,2175,0.53,62.1,56.0,5.15,5.22,3.22,Surat,Ideal,F,VVS2
16564,1068,0.32,60.7,57.0,4.42,4.45,2.69,Surat,Ideal,F,VVS2
16565,694,0.3,61.5,58.0,4.3,4.35,2.66,Surat,Ideal,F,VVS2
16566,530,0.23,61.9,57.0,3.93,3.96,2.44,Surat,Ideal,F,VVS2
16567,1192,0.41,61.4,56.0,4.81,4.76,2.94,Surat,Ideal,F,VVS2
16568,761,0.33,61.4,55.0,4.48,4.51,2.76,Surat,Ideal,F,VVS2
16569,2822,0.6,62.0,55.0,5.37,5.4,3.34,Surat,Ideal,F,VVS2
16570,1142,0.42,61.3,57.0,4.8,4.82,2.95,Surat,Ideal,F,VVS2
16571,694,0.3,61.4,56.0,4.32,4.35,2.66,Surat,Ideal,F,VVS2
16572,853,0.36,60.4,58.0,4.61,4.66,2.8,Surat,Ideal,F,VVS2
16573,1169,0.43,61.8,57.0,4.83,4.85,2.99,Surat,Ideal,F,VVS2
16574,1192,0.41,60.1,57.0,4.85,4.83,2.91,Surat,Ideal,F,VVS2
16575,11927,1.23,61.9,55.0,6.92,6.89,4.27,Surat,Ideal,F,VVS2
16576,787,0.28,62.2,53.0,4.22,4.23,2.63,Surat,Ideal,F,VVS2
16577,12745,1.3,62.1,55.0,7.04,6.96,4.35,Surat,Ideal,F,VVS2
16578,4497,0.71,61.6,56.0,5.73,5.75,3.53,Surat,Ideal,F,VVS2
16579,2582,0.54,60.7,56.0,5.27,5.3,3.21,Surat,Ideal,F,VVS2
16580,2340,0.58,62.0,55.0,5.32,5.4,3.31,Surat,Ideal,F,VVS2
16581,2334,0.54,62.3,53.7,5.22,5.26,3.26,Surat,Ideal,F,VVS2
16582,1142,0.42,61.6,56.0,4.83,4.85,2.98,Surat,Ideal,F,VVS2
16583,761,0.33,61.7,55.0,4.46,4.49,2.76,Surat,Ideal,F,VVS2
16584,1978,0.52,62.1,54.0,5.17,5.2,3.22,Surat,Ideal,F,VVS2
16585,1196,0.4,61.6,56.0,4.73,4.77,2.93,Surat,Ideal,F,VVS2
16586,2119,0.56,61.0,56.0,5.33,5.35,3.26,Surat,Ideal,F,VVS2
16587,8860,1.03,61.6,56.0,6.53,6.46,4.0,Surat,Ideal,F,VVS2
16588,2083,0.51,62.2,57.0,5.12,5.17,3.2,Surat,Ideal,F,VVS2
16589,9641,1.1,61.2,56.0,6.65,6.68,4.08,Antwerp,Ideal,F,VVS2
16590,2298,0.6,61.8,57.0,5.36,5.42,3.33,Antwerp,Ideal,F,VVS2
16591,9070,1.14,61.4,57.0,6.76,6.72,4.14,Antwerp,Ideal,F,VVS2
16592,728,0.3,61.9,54.1,4.31,4.33,2.67,Antwerp,Ideal,F,VVS2
16593,3816,0.72,61.2,56.0,5.78,5.81,3.55,Antwerp,Ideal,F,VVS2
16594,2143,0.6,63.0,55.0,5.39,5.37,3.39,Antwerp,Ideal,F,VVS2
16595,12734,1.3,62.4,57.0,6.97,6.9,4.33,Antwerp,Ideal,F,VVS2
16596,8688,1.01,61.8,56.0,6.49,6.46,4.0,Antwerp,Ideal,F,VVS2
16597,9316,1.14,62.7,55.0,6.7,6.6,4.17,Antwerp,Ideal,F,VVS2
16598,2160,0.5,61.6,56.0,5.11,5.08,3.14,Antwerp,Ideal,F,VVS2
16599,612,0.28,61.6,55.0,4.22,4.26,2.61,Antwerp,Ideal,F,VVS2
16600,2098,0.51,61.9,56.0,5.09,5.14,3.16,Antwerp,Ideal,F,VVS2
16601,917,0.31,61.6,55.0,4.35,4.38,2.69,Antwerp,Ideal,F,VVS2
16602,12608,1.36,61.6,56.0,7.17,7.08,4.39,Antwerp,Ideal,F,VVS2
16603,3478,0.7,61.0,57.0,5.73,5.75,3.5,Antwerp,Ideal,F,VVS2
16604,2395,0.58,61.8,56.0,5.36,5.39,3.32,Antwerp,Ideal,F,VVS2
16605,2231,0.54,61.6,56.0,5.23,5.26,3.23,Antwerp,Ideal,F,VVS2
16606,1192,0.41,61.0,56.0,4.82,4.78,2.93,Antwerp,Ideal,F,VVS2
16607,1115,0.41,61.7,57.0,4.73,4.8,2.94,Antwerp,Ideal,F,VVS2
16608,2817,0.63,61.5,56.0,5.48,5.52,3.38,Antwerp,Ideal,F,VVS2
16609,4140,0.8,61.6,57.0,5.97,5.94,3.67,Antwerp,Ideal,F,VVS2
16610,10439,1.16,61.8,56.7,6.7,6.78,4.16,Antwerp,Ideal,F,VVS2
16611,18159,1.5,63.1,57.0,7.32,7.23,4.59,Antwerp,Ideal,F,VVS2
16612,1115,0.41,61.9,55.0,4.74,4.79,2.95,Antwerp,Ideal,F,VVS2
16613,4630,0.81,62.3,54.0,5.94,6.01,3.72,Antwerp,Ideal,F,VVS2
16614,2210,0.5,60.5,56.0,5.15,5.09,3.1,Antwerp,Ideal,F,VVS2
16615,694,0.3,62.1,57.0,4.25,4.28,2.65,Antwerp,Ideal,F,VVS2
16616,1033,0.38,62.7,56.0,4.61,4.64,2.9,Antwerp,Ideal,F,VVS2
16617,2259,0.53,61.0,56.0,5.26,5.24,3.2,Antwerp,Ideal,F,VVS2
16618,3193,0.73,62.2,54.0,5.8,5.75,3.59,Antwerp,Ideal,F,VVS2
16619,3746,0.72,60.9,56.0,5.77,5.83,3.53,Antwerp,Ideal,F,VVS2
16620,11415,1.18,60.6,55.0,6.84,6.88,4.16,Antwerp,Ideal,F,VVS2
16621,830,0.35,62.5,56.0,4.51,4.55,2.83,Antwerp,Ideal,F,VVS2
16622,10577,1.0,61.3,53.0,6.44,6.48,3.96,Antwerp,Ideal,F,VVS2
16623,3196,0.6,61.5,57.0,5.42,5.45,3.34,Antwerp,Ideal,F,VVS2
16624,2131,0.53,61.6,55.0,5.21,5.24,3.22,Antwerp,Ideal,F,VVS2
16625,694,0.3,61.8,57.0,4.28,4.33,2.66,Antwerp,Ideal,F,VVS2
16626,787,0.28,62.6,55.0,4.2,4.23,2.64,Antwerp,Ideal,F,VVS2
16627,9817,1.1,61.2,56.0,6.68,6.65,4.08,Antwerp,Ideal,F,VVS2
16628,1059,0.36,61.4,56.0,4.61,4.64,2.84,Antwerp,Ideal,F,VVS2
16629,9668,1.09,62.5,55.0,6.52,6.6,4.1,Antwerp,Ideal,F,VVS2
16630,1031,0.39,60.4,60.0,4.73,4.78,2.87,Antwerp,Ideal,F,VVS2
16631,759,0.31,61.9,56.0,4.32,4.37,2.69,Antwerp,Ideal,F,VVS2
16632,1040,0.33,61.9,56.0,4.46,4.42,2.75,Antwerp,Ideal,F,VVS2
16633,1012,0.4,62.2,55.0,4.75,4.77,2.96,Antwerp,Ideal,F,VVS2
16634,3101,0.74,61.5,54.0,5.84,5.86,3.6,Antwerp,Ideal,F,VVS2
16635,1115,0.41,61.0,56.0,4.78,4.82,2.93,Antwerp,Ideal,F,VVS2
16636,988,0.39,61.6,55.0,4.71,4.74,2.91,Madrid,Ideal,F,VVS2
16637,1115,0.41,61.9,55.0,4.78,4.79,2.96,Madrid,Ideal,F,VVS2
16638,3248,0.61,61.5,55.0,5.47,5.53,3.38,Madrid,Ideal,F,VVS2
16639,2268,0.55,62.0,55.0,5.26,5.29,3.27,Madrid,Ideal,F,VVS2
16640,3879,0.74,61.5,55.0,5.85,5.82,3.59,Madrid,Ideal,F,VVS2
16641,540,0.24,61.4,59.0,4.0,4.05,2.47,Madrid,Ideal,F,VVS2
16642,1115,0.41,62.5,56.0,4.72,4.75,2.96,Madrid,Ideal,F,VVS2
16643,2462,0.56,61.9,56.0,5.29,5.32,3.28,Madrid,Ideal,F,VVS2
16644,1008,0.32,62.1,54.0,4.44,4.41,2.75,Madrid,Ideal,F,VVS2
16645,2260,0.56,62.2,54.3,5.26,5.29,3.28,Madrid,Ideal,F,VVS2
16646,9634,1.12,61.4,57.0,6.69,6.66,4.1,Madrid,Ideal,F,VVS2
16647,2380,0.58,61.9,56.0,5.35,5.38,3.32,Madrid,Ideal,F,VVS2
16648,1104,0.38,62.7,56.0,4.64,4.61,2.9,Madrid,Ideal,F,VVS2
16649,583,0.27,60.0,62.0,4.21,4.22,2.53,Madrid,Ideal,F,VVS2
16650,3741,0.7,61.9,54.8,5.68,5.72,3.53,Madrid,Ideal,F,VVS2
16651,2203,0.51,62.2,56.0,5.12,5.08,3.17,Madrid,Ideal,F,VVS2
16652,9169,1.04,61.2,57.0,6.53,6.5,3.99,Madrid,Ideal,F,VVS2
16653,8971,1.01,61.6,56.0,6.43,6.49,3.98,Madrid,Ideal,F,VVS2
16654,2160,0.53,60.8,56.0,5.22,5.24,3.18,Madrid,Ideal,F,VVS2
16655,1998,0.51,61.7,56.0,5.12,5.15,3.17,Madrid,Ideal,F,VVS2
16656,751,0.3,61.6,55.0,4.3,4.33,2.66,Madrid,Ideal,F,VVS2
16657,8532,1.01,61.0,57.0,6.46,6.52,3.96,Madrid,Ideal,F,VVS2
16658,2634,0.61,62.2,55.0,5.42,5.45,3.38,Madrid,Ideal,F,VVS2
16659,1221,0.42,62.1,55.0,4.81,4.79,2.98,Madrid,Ideal,F,VVS2
16660,896,0.36,61.7,57.0,4.58,4.61,2.83,Madrid,Ideal,F,VVS2
16661,9118,1.06,62.1,57.0,6.54,6.5,4.05,Madrid,Ideal,F,VVS2
16662,12059,1.24,62.0,57.0,6.86,6.91,4.27,London,Ideal,F,VVS2
16663,642,0.28,61.4,57.0,4.2,4.24,2.59,London,Ideal,F,VVS2
16664,2402,0.57,61.7,56.0,5.31,5.35,3.29,London,Ideal,F,VVS2
16665,10764,1.12,61.3,57.0,6.67,6.7,4.1,London,Ideal,F,VVS2
16666,2210,0.5,61.3,59.0,5.05,5.1,3.11,London,Ideal,F,VVS2
16667,1069,0.42,61.6,55.0,4.84,4.87,2.99,London,Ideal,F,VVS2
16668,800,0.32,60.9,56.0,4.44,4.46,2.71,London,Ideal,F,VVS2
16669,9845,1.09,62.5,55.0,6.6,6.52,4.1,London,Ideal,F,VVS2
16670,4167,0.71,62.2,56.0,5.7,5.74,3.56,London,Ideal,F,VVS2
16671,2290,0.53,62.1,56.0,5.22,5.15,3.22,London,Ideal,F,VVS2
16672,963,0.38,62.0,55.0,4.66,4.7,2.9,London,Ideal,F,VVS2
16673,2401,0.58,61.9,56.0,5.38,5.35,3.32,London,Ideal,F,VVS2
16674,9131,1.03,61.9,53.0,6.52,6.54,4.04,London,Ideal,F,VVS2
16675,552,0.24,62.6,57.0,3.93,3.96,2.47,London,Ideal,F,VVS2
16676,2551,0.59,62.1,57.0,5.37,5.38,3.34,London,Ideal,F,VVS2
16677,1250,0.43,61.9,56.0,4.84,4.82,2.99,London,Ideal,F,VVS2
16678,1008,0.32,61.9,57.0,4.39,4.36,2.71,London,Ideal,F,VVS2
16679,761,0.33,61.8,54.0,4.47,4.5,2.77,London,Ideal,F,VVS2
16680,2634,0.61,61.8,55.0,5.43,5.47,3.37,London,Ideal,F,VVS2
16681,2203,0.51,61.2,56.0,5.19,5.17,3.17,London,Ideal,F,VVS2
16682,1008,0.32,61.2,57.0,4.43,4.4,2.7,London,Ideal,F,VVS2
16683,1250,0.43,61.9,56.0,4.87,4.82,3.0,London,Ideal,F,VVS2
16684,2294,0.55,61.5,57.0,5.24,5.27,3.23,London,Ideal,F,VVS2
16685,1163,0.4,61.7,55.0,4.76,4.74,2.93,London,Ideal,F,VVS2
16686,2551,0.59,61.7,56.0,5.38,5.41,3.33,London,Ideal,F,VVS2
16687,16754,1.51,62.6,57.0,7.36,7.25,4.57,London,Ideal,F,VVS2
16688,1008,0.32,62.0,55.0,4.41,4.39,2.73,London,Ideal,F,VVS2
16689,511,0.23,62.5,55.0,3.94,3.96,2.47,Luxembourg,Ideal,F,VVS2
16690,9598,1.02,62.3,58.0,6.42,6.45,4.01,Luxembourg,Ideal,F,VVS2
16691,2567,0.58,62.2,56.0,5.32,5.36,3.32,Luxembourg,Ideal,F,VVS2
16692,1115,0.41,61.2,56.0,4.78,4.8,2.93,Luxembourg,Ideal,F,VVS2
16693,552,0.24,61.1,57.0,4.03,4.06,2.47,Luxembourg,Ideal,F,VVS2
16694,761,0.31,61.2,56.0,4.37,4.39,2.68,Luxembourg,Ideal,F,VVS2
16695,876,0.37,60.5,60.0,4.65,4.67,2.82,Luxembourg,Ideal,F,VVS2
16696,4167,0.71,61.6,54.0,5.76,5.79,3.56,Luxembourg,Ideal,F,VVS2
16697,3248,0.61,61.1,57.0,5.47,5.49,3.34,Luxembourg,Ideal,F,VVS2
16698,1015,0.4,62.0,56.0,4.73,4.76,2.94,Luxembourg,Ideal,F,VVS2
16699,787,0.28,61.5,57.0,4.19,4.24,2.59,Luxembourg,Ideal,F,VVS2
16700,2722,0.57,60.6,56.0,5.35,5.38,3.25,Luxembourg,Ideal,F,VVS2
16701,2676,0.56,61.1,57.0,5.32,5.35,3.25,Luxembourg,Ideal,F,VVS2
16702,9547,1.06,61.3,57.0,6.56,6.59,4.03,Luxembourg,Ideal,F,VVS2
16703,787,0.28,61.8,56.0,4.18,4.22,2.6,Luxembourg,Ideal,F,VVS2
16704,11880,1.22,62.7,54.0,6.79,6.84,4.27,Luxembourg,Ideal,F,VVS2
16705,1221,0.42,61.1,57.0,4.84,4.82,2.95,Luxembourg,Ideal,F,VVS2
16706,760,0.27,62.0,55.0,4.14,4.16,2.57,Luxembourg,Ideal,F,VVS2
16707,824,0.33,61.1,55.0,4.46,4.48,2.73,Luxembourg,Ideal,F,VVS2
16708,2093,0.51,62.6,57.0,5.1,5.13,3.2,Luxembourg,Ideal,F,VVS2
16709,10850,1.16,60.5,58.0,6.77,6.85,4.12,Luxembourg,Ideal,F,VVS2
16710,694,0.3,61.6,53.0,4.35,4.39,2.69,Luxembourg,Ideal,F,VVS2
16711,739,0.32,62.1,54.0,4.42,4.44,2.75,Luxembourg,Ideal,F,VVS2
16712,3463,0.73,61.7,54.0,5.82,5.76,3.57,Luxembourg,Ideal,F,VVS2
16713,1052,0.38,60.3,55.0,4.69,4.79,2.86,Luxembourg,Ideal,F,VVS2
16714,497,0.38,62.5,57.0,4.61,4.64,2.89,Amsterdam,Ideal,F,I1
16715,630,0.4,63.3,60.0,4.68,4.64,2.95,Amsterdam,Ideal,F,I1
16716,2856,0.97,60.7,56.0,6.43,6.41,3.9,Zurich,Ideal,F,I1
16717,6135,1.66,62.1,58.0,7.6,7.56,4.71,Zurich,Ideal,F,I1
16718,3599,1.02,61.0,56.0,6.53,6.51,3.98,Zurich,Ideal,F,I1
16719,7229,1.63,62.0,55.0,7.57,7.5,4.68,Las Vegas,Ideal,F,I1
16720,1928,0.7,62.1,57.0,5.67,5.64,3.52,New York City,Ideal,F,I1
16721,3607,1.13,62.2,55.0,6.68,6.63,4.14,New York City,Ideal,F,I1
16722,3439,1.01,62.2,54.0,6.44,6.42,4.0,Paris,Ideal,F,I1
16723,3609,1.06,62.1,55.0,6.57,6.54,4.07,Paris,Ideal,F,I1
16724,2634,0.9,61.8,57.0,6.2,6.13,3.81,Tel Aviv,Ideal,F,I1
16725,2594,0.94,61.5,55.0,6.37,6.34,3.91,Tel Aviv,Ideal,F,I1
16726,3755,1.14,61.7,57.0,6.67,6.7,4.13,Tel Aviv,Ideal,F,I1
16727,3544,1.06,61.8,55.0,6.55,6.58,4.06,Dubai,Ideal,F,I1
16728,638,0.38,62.5,57.0,4.64,4.61,2.89,Dubai,Ideal,F,I1
16729,3623,1.1,61.3,56.9,6.62,6.68,4.08,Kimberly,Ideal,F,I1
16730,3745,1.1,61.8,56.0,6.65,6.61,4.1,Kimberly,Ideal,F,I1
16731,10685,2.0,60.3,56.0,8.27,8.16,4.94,Kimberly,Ideal,F,I1
16732,2611,0.9,61.8,57.0,6.13,6.2,3.81,Surat,Ideal,F,I1
16733,1761,0.71,60.1,57.0,5.79,5.76,3.47,Surat,Ideal,F,I1
16734,3542,1.13,62.2,55.0,6.63,6.68,4.14,Surat,Ideal,F,I1
16735,3377,1.01,62.2,54.0,6.42,6.44,4.0,Surat,Ideal,F,I1
16736,2826,0.96,60.7,55.0,6.41,6.37,3.88,Surat,Ideal,F,I1
16737,3678,1.1,61.8,56.0,6.61,6.65,4.1,Antwerp,Ideal,F,I1
16738,3366,1.13,61.2,56.0,6.76,6.71,4.12,Antwerp,Ideal,F,I1
16739,7100,1.63,62.0,55.1,7.5,7.57,4.68,Antwerp,Ideal,F,I1
16740,3544,1.06,62.1,55.0,6.54,6.57,4.07,Antwerp,Ideal,F,I1
16741,3507,1.03,61.1,55.0,6.54,6.51,3.99,Antwerp,Ideal,F,I1
16742,4124,1.14,61.3,56.0,6.76,6.74,4.13,Antwerp,Ideal,F,I1
16743,3168,1.08,61.8,56.0,6.64,6.62,4.1,Antwerp,Ideal,F,I1
16744,9036,2.16,61.0,57.0,8.4,8.32,5.1,Antwerp,Ideal,F,I1
16745,3718,1.04,61.6,57.0,6.51,6.46,4.0,Madrid,Ideal,F,I1
16746,2801,0.96,60.7,55.0,6.37,6.41,3.88,Madrid,Ideal,F,I1
16747,3824,1.14,61.7,57.0,6.7,6.67,4.13,London,Ideal,F,I1
16748,504,0.32,62.2,57.0,4.38,4.36,2.72,Amsterdam,Ideal,J,VS2
16749,16789,2.37,62.2,57.0,8.58,8.52,5.32,Amsterdam,Ideal,J,VS2
16750,7503,1.5,60.0,57.0,7.45,7.36,4.44,Amsterdam,Ideal,J,VS2
16751,2099,0.72,61.4,57.0,5.76,5.8,3.55,Amsterdam,Ideal,J,VS2
16752,8886,1.6,61.9,55.0,7.51,7.54,4.66,Amsterdam,Ideal,J,VS2
16753,613,0.41,62.4,55.0,4.75,4.77,2.97,Amsterdam,Ideal,J,VS2
16754,4986,1.23,61.8,56.0,6.87,6.81,4.23,Amsterdam,Ideal,J,VS2
16755,1923,0.75,62.3,57.0,5.81,5.84,3.63,Amsterdam,Ideal,J,VS2
16756,5030,1.23,61.5,57.0,6.85,6.9,4.23,Amsterdam,Ideal,J,VS2
16757,8088,1.55,61.7,55.0,7.38,7.43,4.58,Amsterdam,Ideal,J,VS2
16758,1224,0.56,62.0,56.0,5.27,5.31,3.28,Amsterdam,Ideal,J,VS2
16759,9681,1.6,62.1,56.0,7.47,7.51,4.65,Amsterdam,Ideal,J,VS2
16760,16059,2.37,62.2,57.0,8.52,8.58,5.32,Amsterdam,Ideal,J,VS2
16761,400,0.31,61.8,54.1,4.35,4.38,2.7,Amsterdam,Ideal,J,VS2
16762,14766,2.02,61.8,57.0,8.11,8.14,5.02,Zurich,Ideal,J,VS2
16763,15258,2.13,62.1,55.0,8.23,8.29,5.13,Zurich,Ideal,J,VS2
16764,613,0.41,62.2,54.0,4.76,4.79,2.97,Zurich,Ideal,J,VS2
16765,5067,1.25,62.6,54.0,6.94,6.9,4.33,Zurich,Ideal,J,VS2
16766,1131,0.56,61.4,56.0,5.32,5.34,3.27,Zurich,Ideal,J,VS2
16767,581,0.39,61.4,57.0,4.66,4.72,2.88,Zurich,Ideal,J,VS2
16768,3299,0.91,61.9,58.0,6.18,6.22,3.84,Zurich,Ideal,J,VS2
16769,2817,0.9,62.8,55.0,6.2,6.16,3.88,Zurich,Ideal,J,VS2
16770,4927,1.2,62.3,57.0,6.82,6.75,4.23,Zurich,Ideal,J,VS2
16771,4686,1.07,61.6,56.0,6.59,6.55,4.04,Zurich,Ideal,J,VS2
16772,5653,1.21,62.1,57.0,6.81,6.82,4.23,Zurich,Ideal,J,VS2
16773,1054,0.5,61.9,54.0,5.1,5.14,3.17,Zurich,Ideal,J,VS2
16774,1843,0.7,61.6,56.0,5.65,5.71,3.5,Zurich,Ideal,J,VS2
16775,393,0.32,62.2,57.0,4.36,4.38,2.72,Zurich,Ideal,J,VS2
16776,6252,1.39,60.3,57.0,7.24,7.26,4.37,Las Vegas,Ideal,J,VS2
16777,4486,1.01,61.3,57.0,6.47,6.54,3.99,Las Vegas,Ideal,J,VS2
16778,9890,1.75,62.1,56.0,7.74,7.69,4.79,Las Vegas,Ideal,J,VS2
16779,598,0.4,62.3,55.0,4.72,4.75,2.95,Las Vegas,Ideal,J,VS2
16780,8033,1.51,61.1,57.0,7.36,7.3,4.48,Las Vegas,Ideal,J,VS2
16781,4617,1.01,61.1,56.0,6.49,6.51,3.97,Las Vegas,Ideal,J,VS2
16782,1133,0.55,60.4,58.0,5.29,5.34,3.21,Las Vegas,Ideal,J,VS2
16783,1940,0.7,61.6,56.0,5.71,5.65,3.5,Las Vegas,Ideal,J,VS2
16784,628,0.42,62.0,55.0,4.81,4.87,3.0,Las Vegas,Ideal,J,VS2
16785,15316,2.24,61.8,54.0,8.41,8.36,5.18,New York City,Ideal,J,VS2
16786,6633,1.4,62.2,57.0,7.17,7.08,4.43,New York City,Ideal,J,VS2
16787,16427,2.18,62.2,55.0,8.32,8.36,5.19,New York City,Ideal,J,VS2
16788,2159,0.77,61.4,55.0,5.9,5.95,3.64,New York City,Ideal,J,VS2
16789,6288,1.32,62.3,57.0,6.96,7.0,4.35,New York City,Ideal,J,VS2
16790,16427,2.18,60.3,57.0,8.41,8.45,5.08,New York City,Ideal,J,VS2
16791,4425,1.01,62.3,55.0,6.4,6.44,4.0,New York City,Ideal,J,VS2
16792,446,0.35,61.8,55.0,4.54,4.56,2.81,New York City,Ideal,J,VS2
16793,1953,0.7,62.0,58.0,5.66,5.69,3.52,New York City,Ideal,J,VS2
16794,17010,2.26,61.1,57.0,8.44,8.47,5.17,New York City,Ideal,J,VS2
16795,8275,1.54,61.9,57.0,7.39,7.5,4.6,New York City,Ideal,J,VS2
16796,5306,1.26,63.2,57.0,6.86,6.81,4.32,Paris,Ideal,J,VS2
16797,4906,1.14,61.4,55.0,6.74,6.77,4.15,Paris,Ideal,J,VS2
16798,4397,1.02,61.1,58.0,6.45,6.49,3.95,Paris,Ideal,J,VS2
16799,7416,1.55,61.7,57.0,7.37,7.42,4.56,Paris,Ideal,J,VS2
16800,1099,0.5,61.6,57.0,5.08,5.12,3.14,Paris,Ideal,J,VS2
16801,9276,1.7,62.2,56.0,7.64,7.61,4.74,Paris,Ideal,J,VS2
16802,384,0.3,61.6,56.0,4.31,4.33,2.66,Paris,Ideal,J,VS2
16803,587,0.41,61.7,55.0,4.79,4.81,2.96,Paris,Ideal,J,VS2
16804,7477,1.45,61.9,59.0,7.16,7.21,4.45,Tel Aviv,Ideal,J,VS2
16805,396,0.31,62.3,54.0,4.35,4.38,2.72,Tel Aviv,Ideal,J,VS2
16806,5051,1.11,61.7,54.0,6.64,6.69,4.11,Tel Aviv,Ideal,J,VS2
16807,4602,1.07,61.6,56.3,6.55,6.59,4.04,Tel Aviv,Ideal,J,VS2
16808,680,0.42,61.3,57.0,4.79,4.86,2.96,Tel Aviv,Ideal,J,VS2
16809,2052,0.71,62.0,56.0,5.7,5.75,3.55,Tel Aviv,Ideal,J,VS2
16810,3638,1.12,62.9,57.0,6.55,6.52,4.11,Tel Aviv,Ideal,J,VS2
16811,1038,0.53,62.6,53.0,5.21,5.24,3.27,Tel Aviv,Ideal,J,VS2
16812,765,0.4,62.9,57.0,4.75,4.7,2.97,Tel Aviv,Ideal,J,VS2
16813,672,0.45,61.4,55.0,4.94,4.97,3.04,Tel Aviv,Ideal,J,VS2
16814,1904,0.72,60.8,59.0,5.76,5.81,3.52,Tel Aviv,Ideal,J,VS2
16815,5969,1.35,61.4,57.0,7.13,7.1,4.37,Dubai,Ideal,J,VS2
16816,5318,1.2,61.8,55.0,6.84,6.86,4.23,Dubai,Ideal,J,VS2
16817,4968,1.21,59.6,57.0,6.98,6.94,4.15,Dubai,Ideal,J,VS2
16818,4537,1.1,62.4,55.0,6.59,6.64,4.13,Dubai,Ideal,J,VS2
16819,2376,0.84,60.7,56.0,6.17,6.12,3.73,Dubai,Ideal,J,VS2
16820,14083,2.03,60.5,57.0,8.26,8.2,4.98,Dubai,Ideal,J,VS2
16821,12832,2.02,62.0,56.0,8.06,8.13,5.02,Dubai,Ideal,J,VS2
16822,746,0.39,61.4,57.0,4.72,4.66,2.88,Dubai,Ideal,J,VS2
16823,10076,1.73,63.0,57.0,7.64,7.6,4.8,Kimberly,Ideal,J,VS2
16824,3215,0.92,61.1,57.0,6.31,6.22,3.83,Kimberly,Ideal,J,VS2
16825,572,0.38,62.3,55.0,4.63,4.65,2.89,Kimberly,Ideal,J,VS2
16826,613,0.41,62.4,53.0,4.79,4.83,3.0,Kimberly,Ideal,J,VS2
16827,617,0.38,61.4,57.0,4.65,4.68,2.87,Kimberly,Ideal,J,VS2
16828,1080,0.51,62.5,57.0,5.04,5.08,3.16,Kimberly,Ideal,J,VS2
16829,9141,1.61,61.6,56.0,7.52,7.54,4.64,Kimberly,Ideal,J,VS2
16830,6754,1.35,61.8,54.0,7.1,7.14,4.4,Kimberly,Ideal,J,VS2
16831,7847,1.51,61.7,57.0,7.44,7.4,4.58,Kimberly,Ideal,J,VS2
